deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
WHEC-107n,2014,Decid4,UNK,Decid,WHEC-107n_2014
WHEC-107n,2015,Decid4,UNK,Decid,WHEC-107n_2015
WHEC-108d,2011,Decid5,UNK,Decid,WHEC-108d_2011
WHEC-108d,2012,Decid5,UNK,Decid,WHEC-108d_2012
WHEC-108d,2013,Decid5,UNK,Decid,WHEC-108d_2013
WHEC-108d,2014,Decid5,UNK,Decid,WHEC-108d_2014
WHEC-108d,2015,Decid5,UNK,Decid,WHEC-108d_2015
WHEC-108n,2011,Pine4,UNK,Conif,WHEC-108n_2011
WHEC-108n,2012,Pine4,UNK,Conif,WHEC-108n_2012
WHEC-108n,2013,Pine4,UNK,Conif,WHEC-108n_2013
WHEC-108n,2014,Pine4,UNK,Conif,WHEC-108n_2014
WHEC-108n,2015,Pine4,UNK,Conif,WHEC-108n_2015
WHEC-109d,2011,Decid5,UNK,Decid,WHEC-109d_2011
WHEC-109d,2012,Decid5,UNK,Decid,WHEC-109d_2012
WHEC-109d,2013,Decid5,UNK,Decid,WHEC-109d_2013
WHEC-109d,2014,Decid5,UNK,Decid,WHEC-109d_2014
WHEC-109d,2015,Decid5,UNK,Decid,WHEC-109d_2015
WHEC-109n,2012,Decid4,UNK,Decid,WHEC-109n_2012
WHEC-109n,2013,Decid4,UNK,Decid,WHEC-109n_2013
WHEC-109n,2014,Decid4,UNK,Decid,WHEC-109n_2014
WHEC-109n,2015,Decid4,UNK,Decid,WHEC-109n_2015
WHEC-110d,2011,TreedBog5,UNK,Conif,WHEC-110d_2011
WHEC-110d,2013,TreedBog5,UNK,Conif,WHEC-110d_2013
WHEC-110d,2014,TreedBog5,UNK,Conif,WHEC-110d_2014
WHEC-110d,2015,TreedBog5,UNK,Conif,WHEC-110d_2015
WHEC-110n,2011,TreedBog5,UNK,Conif,WHEC-110n_2011
WHEC-110n,2013,TreedBog5,UNK,Conif,WHEC-110n_2013
WHEC-110n,2014,TreedBog5,UNK,Conif,WHEC-110n_2014
WHEC-110n,2015,TreedBog5,UNK,Conif,WHEC-110n_2015
WHEC-111d,2011,Decid4,UNK,Decid,WHEC-111d_2011
WHEC-111d,2012,Decid4,UNK,Decid,WHEC-111d_2012
WHEC-111d,2013,Decid4,UNK,Decid,WHEC-111d_2013
WHEC-111d,2014,Decid4,UNK,Decid,WHEC-111d_2014
WHEC-111d,2015,Decid4,UNK,Decid,WHEC-111d_2015
WHEC-111n,2011,Decid4,UNK,Decid,WHEC-111n_2011
WHEC-111n,2012,Decid4,UNK,Decid,WHEC-111n_2012
WHEC-111n,2013,Decid4,UNK,Decid,WHEC-111n_2013
WHEC-111n,2014,Decid4,UNK,Decid,WHEC-111n_2014
WHEC-111n,2015,Decid4,UNK,Decid,WHEC-111n_2015
WHEC-112d,2011,Decid4,UNK,Decid,WHEC-112d_2011
WHEC-112d,2012,Decid4,UNK,Decid,WHEC-112d_2012
WHEC-112d,2013,Decid4,UNK,Decid,WHEC-112d_2013
WHEC-112d,2014,Decid4,UNK,Decid,WHEC-112d_2014
WHEC-112d,2015,Decid4,UNK,Decid,WHEC-112d_2015
WHEC-112n,2011,Decid4,UNK,Decid,WHEC-112n_2011
WHEC-112n,2012,Decid4,UNK,Decid,WHEC-112n_2012
WHEC-112n,2013,Decid4,UNK,Decid,WHEC-112n_2013
WHEC-112n,2014,Decid4,UNK,Decid,WHEC-112n_2014
WHEC-112n,2015,Decid4,UNK,Decid,WHEC-112n_2015
WHEC-113d,2011,TreedSwamp5,UNK,Decid,WHEC-113d_2011
WHEC-113d,2012,TreedSwamp5,UNK,Decid,WHEC-113d_2012
WHEC-113d,2013,TreedSwamp5,UNK,Decid,WHEC-113d_2013
WHEC-113d,2014,TreedSwamp5,UNK,Decid,WHEC-113d_2014
WHEC-113d,2015,TreedSwamp5,UNK,Decid,WHEC-113d_2015
WHEC-113n,2011,Mixedwood5,UNK,Decid,WHEC-113n_2011
WHEC-113n,2012,Mixedwood5,UNK,Decid,WHEC-113n_2012
WHEC-113n,2013,Mixedwood5,UNK,Decid,WHEC-113n_2013
WHEC-113n,2014,Mixedwood5,UNK,Decid,WHEC-113n_2014
WHEC-113n,2015,Mixedwood5,UNK,Decid,WHEC-113n_2015
WHEC-114d,2011,Mixedwood7,UNK,Decid,WHEC-114d_2011
WHEC-114d,2012,Mixedwood7,UNK,Decid,WHEC-114d_2012
WHEC-114d,2013,Mixedwood7,UNK,Decid,WHEC-114d_2013
WHEC-114d,2014,Mixedwood7,UNK,Decid,WHEC-114d_2014
WHEC-114d,2015,Mixedwood7,UNK,Decid,WHEC-114d_2015
WHEC-114n,2011,Spruce2,UNK,Conif,WHEC-114n_2011
WHEC-114n,2012,Spruce2,UNK,Conif,WHEC-114n_2012
WHEC-114n,2013,Spruce2,UNK,Conif,WHEC-114n_2013
WHEC-114n,2014,Spruce2,UNK,Conif,WHEC-114n_2014
WHEC-114n,2015,Spruce2,UNK,Conif,WHEC-114n_2015
WHEC-115d,2011,TreedSwamp6,UNK,Decid,WHEC-115d_2011
WHEC-115d,2014,TreedSwamp6,UNK,Decid,WHEC-115d_2014
WHEC-115d,2015,TreedSwamp6,UNK,Decid,WHEC-115d_2015
WHEC-115n,2011,TreedBog3,UNK,Conif,WHEC-115n_2011
WHEC-115n,2013,TreedBog3,UNK,Conif,WHEC-115n_2013
WHEC-115n,2014,TreedBog3,UNK,Conif,WHEC-115n_2014
WHEC-115n,2015,TreedBog3,UNK,Conif,WHEC-115n_2015
WHEC-116d,2011,WellSiteAbandoned,WellSiteAbandoned,HF,WHEC-116d_2011
WHEC-116d,2012,WellSiteAbandoned,WellSiteAbandoned,HF,WHEC-116d_2012
WHEC-116d,2014,WellSiteAbandoned,WellSiteAbandoned,HF,WHEC-116d_2014
WHEC-116d,2015,WellSiteAbandoned,WellSiteAbandoned,HF,WHEC-116d_2015
WHEC-116n,2011,Decid4,UNK,Decid,WHEC-116n_2011
WHEC-116n,2012,Decid4,UNK,Decid,WHEC-116n_2012
WHEC-116n,2013,Decid4,UNK,Decid,WHEC-116n_2013
WHEC-116n,2014,Decid4,UNK,Decid,WHEC-116n_2014
WHEC-116n,2015,Decid4,UNK,Decid,WHEC-116n_2015
WHEC-117d,2011,ShrubbyFen,UNK,WetShrub,WHEC-117d_2011
WHEC-117d,2012,ShrubbyFen,UNK,WetShrub,WHEC-117d_2012
WHEC-117d,2013,ShrubbyFen,UNK,WetShrub,WHEC-117d_2013
WHEC-117d,2014,ShrubbyFen,UNK,WetShrub,WHEC-117d_2014
WHEC-117d,2015,ShrubbyFen,UNK,WetShrub,WHEC-117d_2015
WHEC-117n,2011,TreedFen4,UNK,Conif,WHEC-117n_2011
WHEC-117n,2012,TreedFen4,UNK,Conif,WHEC-117n_2012
WHEC-117n,2013,TreedFen4,UNK,Conif,WHEC-117n_2013
WHEC-117n,2014,TreedFen4,UNK,Conif,WHEC-117n_2014
WHEC-117n,2015,TreedFen4,UNK,Conif,WHEC-117n_2015
WHEC-11d,2014,NA,NA,NA,WHEC-11d_2014
WHEC-120d,2011,Decid4,UNK,Decid,WHEC-120d_2011
WHEC-120d,2012,Decid4,UNK,Decid,WHEC-120d_2012
WHEC-120d,2013,Decid4,UNK,Decid,WHEC-120d_2013
WHEC-120d,2014,Decid4,UNK,Decid,WHEC-120d_2014
WHEC-120d,2015,Decid4,UNK,Decid,WHEC-120d_2015
WHEC-120n,2011,Mixedwood4,UNK,Decid,WHEC-120n_2011
WHEC-120n,2012,Mixedwood4,UNK,Decid,WHEC-120n_2012
WHEC-120n,2013,Mixedwood4,UNK,Decid,WHEC-120n_2013
WHEC-120n,2014,Mixedwood4,UNK,Decid,WHEC-120n_2014
WHEC-120n,2015,Mixedwood4,UNK,Decid,WHEC-120n_2015
WHEC-121d,2011,Decid4,UNK,Decid,WHEC-121d_2011
WHEC-121d,2013,Decid4,UNK,Decid,WHEC-121d_2013
WHEC-121d,2014,Decid4,UNK,Decid,WHEC-121d_2014
WHEC-121d,2015,Decid4,UNK,Decid,WHEC-121d_2015
WHEC-121n,2011,Decid5,UNK,Decid,WHEC-121n_2011
WHEC-121n,2013,Decid5,UNK,Decid,WHEC-121n_2013
WHEC-121n,2014,Decid5,UNK,Decid,WHEC-121n_2014
WHEC-121n,2015,Decid5,UNK,Decid,WHEC-121n_2015
WHEC-122d,2011,Decid4,UNK,Decid,WHEC-122d_2011
WHEC-122d,2012,Decid4,UNK,Decid,WHEC-122d_2012
WHEC-122d,2013,Decid4,UNK,Decid,WHEC-122d_2013
WHEC-122d,2014,Decid4,UNK,Decid,WHEC-122d_2014
WHEC-122d,2015,Decid4,UNK,Decid,WHEC-122d_2015
WHEC-122n,2011,Decid5,UNK,Decid,WHEC-122n_2011
WHEC-122n,2012,Decid5,UNK,Decid,WHEC-122n_2012
WHEC-122n,2013,Decid5,UNK,Decid,WHEC-122n_2013
WHEC-122n,2014,Decid5,UNK,Decid,WHEC-122n_2014
WHEC-122n,2015,Decid5,UNK,Decid,WHEC-122n_2015
WHEC-123d,2011,Mixedwood5,UNK,Decid,WHEC-123d_2011
WHEC-123d,2013,Mixedwood5,UNK,Decid,WHEC-123d_2013
WHEC-123d,2014,Mixedwood5,UNK,Decid,WHEC-123d_2014
WHEC-123d,2015,Mixedwood5,UNK,Decid,WHEC-123d_2015
WHEC-123n,2011,Decid4,UNK,Decid,WHEC-123n_2011
WHEC-123n,2013,Decid4,UNK,Decid,WHEC-123n_2013
WHEC-123n,2014,Decid4,UNK,Decid,WHEC-123n_2014
WHEC-123n,2015,Decid4,UNK,Decid,WHEC-123n_2015
WHEC-124d,2011,Decid4,UNK,Decid,WHEC-124d_2011
WHEC-124d,2013,Decid4,UNK,Decid,WHEC-124d_2013
WHEC-124d,2014,Decid4,UNK,Decid,WHEC-124d_2014
WHEC-124d,2015,Decid4,UNK,Decid,WHEC-124d_2015
WHEC-124n,2011,Decid4,UNK,Decid,WHEC-124n_2011
WHEC-124n,2013,Decid4,UNK,Decid,WHEC-124n_2013
WHEC-124n,2014,Decid4,UNK,Decid,WHEC-124n_2014
WHEC-124n,2015,Decid4,UNK,Decid,WHEC-124n_2015
WHEC-125d,2011,Decid5,UNK,Decid,WHEC-125d_2011
WHEC-125d,2012,Decid5,UNK,Decid,WHEC-125d_2012
WHEC-125d,2013,Decid5,UNK,Decid,WHEC-125d_2013
WHEC-125d,2014,Decid5,UNK,Decid,WHEC-125d_2014
WHEC-125d,2015,Decid5,UNK,Decid,WHEC-125d_2015
WHEC-125n,2011,Mixedwood5,UNK,Decid,WHEC-125n_2011
WHEC-125n,2012,Mixedwood5,UNK,Decid,WHEC-125n_2012
WHEC-125n,2013,Mixedwood5,UNK,Decid,WHEC-125n_2013
WHEC-125n,2014,Mixedwood5,UNK,Decid,WHEC-125n_2014
WHEC-125n,2015,Mixedwood5,UNK,Decid,WHEC-125n_2015
WHEC-126d,2011,Decid4,UNK,Decid,WHEC-126d_2011
WHEC-126d,2013,Decid4,UNK,Decid,WHEC-126d_2013
WHEC-126d,2014,Decid4,UNK,Decid,WHEC-126d_2014
WHEC-126d,2015,Decid4,UNK,Decid,WHEC-126d_2015
WHEC-126n,2011,Mixedwood5,UNK,Decid,WHEC-126n_2011
WHEC-126n,2013,Mixedwood5,UNK,Decid,WHEC-126n_2013
WHEC-126n,2014,Mixedwood5,UNK,Decid,WHEC-126n_2014
WHEC-126n,2015,Mixedwood5,UNK,Decid,WHEC-126n_2015
WHEC-126u,2013,NA,NA,NA,WHEC-126u_2013
WHEC-127d,2011,Spruce4,UNK,Conif,WHEC-127d_2011
WHEC-127d,2013,Spruce4,UNK,Conif,WHEC-127d_2013
WHEC-127d,2014,Spruce4,UNK,Conif,WHEC-127d_2014
WHEC-127d,2015,Spruce4,UNK,Conif,WHEC-127d_2015
WHEC-127n,2011,Decid4,UNK,Decid,WHEC-127n_2011
WHEC-127n,2013,Decid4,UNK,Decid,WHEC-127n_2013
WHEC-127n,2014,Decid4,UNK,Decid,WHEC-127n_2014
WHEC-127n,2015,Decid4,UNK,Decid,WHEC-127n_2015
WHEC-128d,2011,Mixedwood4,UNK,Decid,WHEC-128d_2011
WHEC-128d,2012,Mixedwood4,UNK,Decid,WHEC-128d_2012
WHEC-128d,2013,Mixedwood4,UNK,Decid,WHEC-128d_2013
WHEC-128d,2014,Mixedwood4,UNK,Decid,WHEC-128d_2014
WHEC-128d,2015,Mixedwood4,UNK,Decid,WHEC-128d_2015
WHEC-128n,2011,Mixedwood4,UNK,Decid,WHEC-128n_2011
WHEC-128n,2012,Mixedwood4,UNK,Decid,WHEC-128n_2012
WHEC-128n,2014,Mixedwood4,UNK,Decid,WHEC-128n_2014
WHEC-128n,2015,Mixedwood4,UNK,Decid,WHEC-128n_2015
WHEC-129d,2011,Spruce9,UNK,Conif,WHEC-129d_2011
WHEC-129d,2012,Spruce9,UNK,Conif,WHEC-129d_2012
WHEC-129d,2013,Spruce9,UNK,Conif,WHEC-129d_2013
WHEC-129d,2014,Spruce9,UNK,Conif,WHEC-129d_2014
WHEC-129d,2015,Spruce9,UNK,Conif,WHEC-129d_2015
WHEC-129n,2011,Spruce9,UNK,Conif,WHEC-129n_2011
WHEC-129n,2012,Spruce9,UNK,Conif,WHEC-129n_2012
WHEC-129n,2013,Spruce9,UNK,Conif,WHEC-129n_2013
WHEC-129n,2014,Spruce9,UNK,Conif,WHEC-129n_2014
WHEC-129n,2015,Spruce9,UNK,Conif,WHEC-129n_2015
WHEC-130c,2011,Decid7,UNK,Decid,WHEC-130c_2011
WHEC-130c,2012,Decid7,UNK,Decid,WHEC-130c_2012
WHEC-130c,2013,Decid7,UNK,Decid,WHEC-130c_2013
WHEC-130c,2014,Decid7,UNK,Decid,WHEC-130c_2014
WHEC-130c,2015,Decid7,UNK,Decid,WHEC-130c_2015
WHEC-130u,2011,Decid6,UNK,Decid,WHEC-130u_2011
WHEC-130u,2012,Decid6,UNK,Decid,WHEC-130u_2012
WHEC-130u,2013,Decid6,UNK,Decid,WHEC-130u_2013
WHEC-130u,2014,Decid6,UNK,Decid,WHEC-130u_2014
WHEC-130u,2015,Decid6,UNK,Decid,WHEC-130u_2015
WHEC-131c,2011,Decid7,UNK,Decid,WHEC-131c_2011
WHEC-131c,2012,Decid7,UNK,Decid,WHEC-131c_2012
WHEC-131c,2013,Decid7,UNK,Decid,WHEC-131c_2013
WHEC-131c,2014,Decid7,UNK,Decid,WHEC-131c_2014
WHEC-131c,2015,Decid7,UNK,Decid,WHEC-131c_2015
WHEC-131u,2011,Decid5,UNK,Decid,WHEC-131u_2011
WHEC-131u,2012,Decid5,UNK,Decid,WHEC-131u_2012
WHEC-131u,2013,Decid5,UNK,Decid,WHEC-131u_2013
WHEC-131u,2014,Decid5,UNK,Decid,WHEC-131u_2014
WHEC-131u,2015,Decid5,UNK,Decid,WHEC-131u_2015
WHEC-132c,2011,Decid5,UNK,Decid,WHEC-132c_2011
WHEC-132c,2013,Decid5,UNK,Decid,WHEC-132c_2013
WHEC-132c,2014,Decid5,UNK,Decid,WHEC-132c_2014
WHEC-132u,2011,Decid6,UNK,Decid,WHEC-132u_2011
WHEC-132u,2013,Decid6,UNK,Decid,WHEC-132u_2013
WHEC-132u,2014,Decid6,UNK,Decid,WHEC-132u_2014
WHEC-133c,2011,Spruce8,UNK,Conif,WHEC-133c_2011
WHEC-133c,2012,Spruce8,UNK,Conif,WHEC-133c_2012
WHEC-133c,2013,Spruce8,UNK,Conif,WHEC-133c_2013
WHEC-133c,2014,Spruce8,UNK,Conif,WHEC-133c_2014
WHEC-133c,2015,Spruce8,UNK,Conif,WHEC-133c_2015
WHEC-133u,2011,Spruce8,UNK,Conif,WHEC-133u_2011
WHEC-133u,2012,Spruce8,UNK,Conif,WHEC-133u_2012
WHEC-133u,2013,Spruce8,UNK,Conif,WHEC-133u_2013
WHEC-133u,2014,Spruce8,UNK,Conif,WHEC-133u_2014
WHEC-133u,2015,Spruce8,UNK,Conif,WHEC-133u_2015
WHEC-134c,2011,CCDecid2,CutBlocks,HF,WHEC-134c_2011
WHEC-134c,2012,CCDecid2,CutBlocks,HF,WHEC-134c_2012
WHEC-134c,2013,CCDecid2,CutBlocks,HF,WHEC-134c_2013
WHEC-134c,2014,CCDecid2,CutBlocks,HF,WHEC-134c_2014
WHEC-134c,2015,CCDecid2,CutBlocks,HF,WHEC-134c_2015
WHEC-134u,2011,CCDecid2,CutBlocks,HF,WHEC-134u_2011
WHEC-134u,2012,CCDecid2,CutBlocks,HF,WHEC-134u_2012
WHEC-134u,2013,CCDecid2,CutBlocks,HF,WHEC-134u_2013
WHEC-134u,2014,CCDecid2,CutBlocks,HF,WHEC-134u_2014
WHEC-134u,2015,CCDecid2,CutBlocks,HF,WHEC-134u_2015
WHEC-135c,2011,Decid5,UNK,Decid,WHEC-135c_2011
WHEC-135c,2013,Decid5,UNK,Decid,WHEC-135c_2013
WHEC-135c,2014,Decid5,UNK,Decid,WHEC-135c_2014
WHEC-135s,2011,ShrubbySwamp,UNK,WetShrub,WHEC-135s_2011
WHEC-135u,2011,Mixedwood5,UNK,Decid,WHEC-135u_2011
WHEC-135u,2013,Mixedwood5,UNK,Decid,WHEC-135u_2013
WHEC-135u,2014,Mixedwood5,UNK,Decid,WHEC-135u_2014
WHEC-136c,2011,Spruce9,UNK,Conif,WHEC-136c_2011
WHEC-136c,2012,Spruce9,UNK,Conif,WHEC-136c_2012
WHEC-136c,2013,Spruce9,UNK,Conif,WHEC-136c_2013
WHEC-136c,2014,Spruce9,UNK,Conif,WHEC-136c_2014
WHEC-136c,2015,Spruce9,UNK,Conif,WHEC-136c_2015
WHEC-136u,2011,Mixedwood9,UNK,Decid,WHEC-136u_2011
WHEC-136u,2012,Mixedwood9,UNK,Decid,WHEC-136u_2012
WHEC-136u,2013,Mixedwood9,UNK,Decid,WHEC-136u_2013
WHEC-136u,2014,Mixedwood9,UNK,Decid,WHEC-136u_2014
WHEC-136u,2015,Mixedwood9,UNK,Decid,WHEC-136u_2015
WHEC-137c,2011,Decid5,UNK,Decid,WHEC-137c_2011
WHEC-137c,2012,Decid5,UNK,Decid,WHEC-137c_2012
WHEC-137c,2013,Decid5,UNK,Decid,WHEC-137c_2013
WHEC-137c,2014,Decid5,UNK,Decid,WHEC-137c_2014
WHEC-137c,2015,Decid5,UNK,Decid,WHEC-137c_2015
WHEC-137u,2011,Spruce6,UNK,Conif,WHEC-137u_2011
WHEC-137u,2012,Spruce7,UNK,Conif,WHEC-137u_2012
WHEC-137u,2013,Spruce8,UNK,Conif,WHEC-137u_2013
WHEC-137u,2014,Spruce9,UNK,Conif,WHEC-137u_2014
WHEC-137u,2015,Spruce9,UNK,Conif,WHEC-137u_2015
WHEC-138c,2011,Spruce7,UNK,Conif,WHEC-138c_2011
WHEC-138c,2013,Spruce7,UNK,Conif,WHEC-138c_2013
WHEC-138c,2014,Spruce7,UNK,Conif,WHEC-138c_2014
WHEC-138u,2011,Spruce9,UNK,Conif,WHEC-138u_2011
WHEC-138u,2013,Spruce9,UNK,Conif,WHEC-138u_2013
WHEC-138u,2014,Spruce9,UNK,Conif,WHEC-138u_2014
WHEC-139c,2011,Decid4,UNK,Decid,WHEC-139c_2011
WHEC-139c,2012,Decid4,UNK,Decid,WHEC-139c_2012
WHEC-139c,2013,Decid4,UNK,Decid,WHEC-139c_2013
WHEC-139c,2014,Decid4,UNK,Decid,WHEC-139c_2014
WHEC-139c,2015,Decid4,UNK,Decid,WHEC-139c_2015
WHEC-139u,2011,Decid5,UNK,Decid,WHEC-139u_2011
WHEC-139u,2012,Decid5,UNK,Decid,WHEC-139u_2012
WHEC-139u,2013,Decid5,UNK,Decid,WHEC-139u_2013
WHEC-139u,2014,Decid5,UNK,Decid,WHEC-139u_2014
WHEC-139u,2015,Decid5,UNK,Decid,WHEC-139u_2015
WHEC-140c,2011,Spruce6,UNK,Conif,WHEC-140c_2011
WHEC-140c,2012,Spruce6,UNK,Conif,WHEC-140c_2012
WHEC-140c,2013,Spruce6,UNK,Conif,WHEC-140c_2013
WHEC-140c,2014,Spruce6,UNK,Conif,WHEC-140c_2014
WHEC-140c,2015,Spruce6,UNK,Conif,WHEC-140c_2015
WHEC-140u,2011,Spruce5,UNK,Conif,WHEC-140u_2011
WHEC-140u,2012,Spruce5,UNK,Conif,WHEC-140u_2012
WHEC-140u,2013,Spruce5,UNK,Conif,WHEC-140u_2013
WHEC-140u,2014,Spruce5,UNK,Conif,WHEC-140u_2014
WHEC-140u,2015,Spruce5,UNK,Conif,WHEC-140u_2015
WHEC-141c,2011,Spruce6,UNK,Conif,WHEC-141c_2011
WHEC-141c,2013,Spruce6,UNK,Conif,WHEC-141c_2013
WHEC-141c,2014,Spruce6,UNK,Conif,WHEC-141c_2014
WHEC-141u,2011,CCMixedwood1,CutBlocks,HF,WHEC-141u_2011
WHEC-141u,2013,CCMixedwood1,CutBlocks,HF,WHEC-141u_2013
WHEC-141u,2014,CCMixedwood1,CutBlocks,HF,WHEC-141u_2014
WHEC-142c,2011,Spruce7,UNK,Conif,WHEC-142c_2011
WHEC-142c,2012,Spruce7,UNK,Conif,WHEC-142c_2012
WHEC-142c,2013,Spruce7,UNK,Conif,WHEC-142c_2013
WHEC-142c,2014,Spruce7,UNK,Conif,WHEC-142c_2014
WHEC-142c,2015,Spruce7,UNK,Conif,WHEC-142c_2015
WHEC-142s,2011,Spruce7,UNK,Conif,WHEC-142s_2011
WHEC-142u,2011,Mixedwood6,UNK,Decid,WHEC-142u_2011
WHEC-142u,2012,Mixedwood6,UNK,Decid,WHEC-142u_2012
WHEC-142u,2013,Mixedwood6,UNK,Decid,WHEC-142u_2013
WHEC-142u,2014,Mixedwood6,UNK,Decid,WHEC-142u_2014
WHEC-142u,2015,Mixedwood6,UNK,Decid,WHEC-142u_2015
WHEC-143c,2011,Spruce7,UNK,Conif,WHEC-143c_2011
WHEC-143c,2012,Spruce7,UNK,Conif,WHEC-143c_2012
WHEC-143c,2013,Spruce7,UNK,Conif,WHEC-143c_2013
WHEC-143c,2014,Spruce7,UNK,Conif,WHEC-143c_2014
WHEC-143c,2015,Spruce7,UNK,Conif,WHEC-143c_2015
WHEC-143u,2011,CCDecid2,CutBlocks,HF,WHEC-143u_2011
WHEC-143u,2012,CCDecid2,CutBlocks,HF,WHEC-143u_2012
WHEC-143u,2013,CCDecid2,CutBlocks,HF,WHEC-143u_2013
WHEC-143u,2014,CCDecid2,CutBlocks,HF,WHEC-143u_2014
WHEC-143u,2015,CCDecid2,CutBlocks,HF,WHEC-143u_2015
WHEC-144c,2011,Spruce4,UNK,Conif,WHEC-144c_2011
WHEC-144c,2013,Spruce4,UNK,Conif,WHEC-144c_2013
WHEC-144c,2014,Spruce4,UNK,Conif,WHEC-144c_2014
WHEC-144u,2011,Spruce9,UNK,Conif,WHEC-144u_2011
WHEC-144u,2013,Spruce9,UNK,Conif,WHEC-144u_2013
WHEC-144u,2014,Spruce9,UNK,Conif,WHEC-144u_2014
WHEC-145c,2011,Spruce9,UNK,Conif,WHEC-145c_2011
WHEC-145c,2012,Spruce9,UNK,Conif,WHEC-145c_2012
WHEC-145c,2013,Spruce9,UNK,Conif,WHEC-145c_2013
WHEC-145c,2014,Spruce9,UNK,Conif,WHEC-145c_2014
WHEC-145c,2015,Spruce9,UNK,Conif,WHEC-145c_2015
WHEC-145u,2011,Decid5,UNK,Decid,WHEC-145u_2011
WHEC-145u,2012,Decid5,UNK,Decid,WHEC-145u_2012
WHEC-145u,2013,Decid5,UNK,Decid,WHEC-145u_2013
WHEC-145u,2014,Decid5,UNK,Decid,WHEC-145u_2014
WHEC-145u,2015,Decid5,UNK,Decid,WHEC-145u_2015
WHEC-146c,2011,TreedBog6,UNK,Conif,WHEC-146c_2011
WHEC-146c,2012,TreedBog6,UNK,Conif,WHEC-146c_2012
WHEC-146c,2013,TreedBog6,UNK,Conif,WHEC-146c_2013
WHEC-146c,2014,TreedBog6,UNK,Conif,WHEC-146c_2014
WHEC-146c,2015,TreedBog6,UNK,Conif,WHEC-146c_2015
WHEC-146u,2011,Decid5,UNK,Decid,WHEC-146u_2011
WHEC-146u,2012,Decid5,UNK,Decid,WHEC-146u_2012
WHEC-146u,2013,Decid5,UNK,Decid,WHEC-146u_2013
WHEC-146u,2014,Decid5,UNK,Decid,WHEC-146u_2014
WHEC-146u,2015,Decid5,UNK,Decid,WHEC-146u_2015
WHEC-149c,2011,Decid8,UNK,Decid,WHEC-149c_2011
WHEC-149u,2011,Decid5,UNK,Decid,WHEC-149u_2011
WHEC-14d,2010,Decid4,UNK,Decid,WHEC-14d_2010
WHEC-14d,2011,Decid4,UNK,Decid,WHEC-14d_2011
WHEC-14d,2012,Decid4,UNK,Decid,WHEC-14d_2012
WHEC-14d,2013,Decid4,UNK,Decid,WHEC-14d_2013
WHEC-14d,2014,Decid4,UNK,Decid,WHEC-14d_2014
WHEC-14d,2015,Decid4,UNK,Decid,WHEC-14d_2015
WHEC-14n,2010,Decid4,UNK,Decid,WHEC-14n_2010
WHEC-14n,2011,Decid4,UNK,Decid,WHEC-14n_2011
WHEC-14n,2012,Decid4,UNK,Decid,WHEC-14n_2012
WHEC-14n,2013,Decid4,UNK,Decid,WHEC-14n_2013
WHEC-14n,2014,Decid4,UNK,Decid,WHEC-14n_2014
WHEC-14n,2015,Decid4,UNK,Decid,WHEC-14n_2015
WHEC-150u,2011,Decid4,UNK,Decid,WHEC-150u_2011
WHEC-151d,2011,Decid5,UNK,Decid,WHEC-151d_2011
WHEC-151d,2013,Decid5,UNK,Decid,WHEC-151d_2013
WHEC-151d,2014,Decid5,UNK,Decid,WHEC-151d_2014
WHEC-151d,2015,Decid5,UNK,Decid,WHEC-151d_2015
WHEC-151n,2011,Decid4,UNK,Decid,WHEC-151n_2011
WHEC-151n,2013,Decid4,UNK,Decid,WHEC-151n_2013
WHEC-151n,2014,Decid4,UNK,Decid,WHEC-151n_2014
WHEC-151n,2015,Decid4,UNK,Decid,WHEC-151n_2015
WHEC-152d,2011,Spruce6,UNK,Conif,WHEC-152d_2011
WHEC-152d,2012,Spruce6,UNK,Conif,WHEC-152d_2012
WHEC-152d,2013,Spruce6,UNK,Conif,WHEC-152d_2013
WHEC-152d,2014,Spruce6,UNK,Conif,WHEC-152d_2014
WHEC-152d,2015,Spruce6,UNK,Conif,WHEC-152d_2015
WHEC-152n,2011,Decid5,UNK,Decid,WHEC-152n_2011
WHEC-152n,2012,Decid5,UNK,Decid,WHEC-152n_2012
WHEC-152n,2013,Decid5,UNK,Decid,WHEC-152n_2013
WHEC-152n,2014,Decid5,UNK,Decid,WHEC-152n_2014
WHEC-152n,2015,Decid5,UNK,Decid,WHEC-152n_2015
WHEC-153d,2011,Spruce6,UNK,Conif,WHEC-153d_2011
WHEC-153d,2012,Spruce6,UNK,Conif,WHEC-153d_2012
WHEC-153d,2013,Spruce6,UNK,Conif,WHEC-153d_2013
WHEC-153d,2014,Spruce6,UNK,Conif,WHEC-153d_2014
WHEC-153d,2015,Spruce6,UNK,Conif,WHEC-153d_2015
WHEC-153n,2011,SpruceR,UNK,Conif,WHEC-153n_2011
WHEC-153n,2012,SpruceR,UNK,Conif,WHEC-153n_2012
WHEC-153n,2013,SpruceR,UNK,Conif,WHEC-153n_2013
WHEC-153n,2014,SpruceR,UNK,Conif,WHEC-153n_2014
WHEC-153n,2015,SpruceR,UNK,Conif,WHEC-153n_2015
WHEC-154d,2011,DecidR,UNK,Decid,WHEC-154d_2011
WHEC-154d,2013,DecidR,UNK,Decid,WHEC-154d_2013
WHEC-154d,2014,DecidR,UNK,Decid,WHEC-154d_2014
WHEC-154d,2015,DecidR,UNK,Decid,WHEC-154d_2015
